Date,Meal,Entry,Food,Food Score,calories (kcal),carbs (g),fat (g),protein (g),sodium (mg),sugar (g)
4/25/2018,Lunch,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
4/25/2018,Lunch,"Mrs.t's - Perogies, 5 pieces",Perogies,Unhealthy,275,53,4,9,650,1
4/25/2018,Lunch,"chickpeas - Chickpeas, 1 tablespoon",Chickpeas,Healthy,46,8,1,2,3,1
4/25/2018,Dinner,"Qdoba - Fajita Vegetables, 1 for Tacos",Veggies,Healthy,20,3,1,0,35,1
4/25/2018,Dinner,"Qdoba - Pico de Gallo, 1 for Kids Meals",Salsa,Neutral,5,1,0,0,100,0
4/25/2018,Dinner,"Qdoba - Salsa Roja, 1 for Tacos",Salsa,Neutral,5,1,0,0,150,1
4/25/2018,Dinner,"Qdoba - Grilled Chicken, 2 for Kids Taco Meal, Tacos & Craft 2 Tacos",Chicken,Neutral,130,0,6,16,220,0
4/25/2018,Dinner,"Qdoba - 3Cheese Queso, 2 for Craft 2 Menu",Queso,Unhealthy,90,4,8,4,300,0
4/25/2018,Dinner,"Qdoba - Black Beans, 2 for Kids Meals & Craft 2 Menu",Black Beans,Healthy,140,24,2,8,220,0
4/25/2018,Dinner,"Rice - White, glutinous, cooked, 1 cup",White Rice,Neutral,169,37,0,4,9,0
4/25/2018,Dinner,"Qdoba - Flour Tortilla, 1 tortilla",Tortilla,Unhealthy,310,53,7,8,780,2
4/25/2018,Dinner,"Qdoba - Tortilla Strips, 0.5 oz",Tortilla Strips,Unhealthy,70,0,4,0,0,0
4/25/2018,Dinner,"Qdoba - Guac, 85 grams",Guacamole,Healthy,130,7,10,1,300,0
4/25/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 1 bar",Granola Bar,Neutral,100,18,3,2,15,8
4/25/2018,Snacks,"Cuties - Clementines, 168 g (Approx 2)",Oranges,Healthy,80,17,1,1,0,13
4/26/2018,Breakfast,"Tesco - Golden Kiwi Fruit, 0.5 Fruit",Kiwi,Healthy,22,4,0,0,0,0
4/26/2018,Lunch,"Campbell's - Chicken Noodle Soup, 1.25 cup",Chicken Noodle Soup,Neutral,150,20,5,8,"2,225",3
4/26/2018,Dinner,"Journey to India / Aldi - Tikka Masala, 0.81 cup",Tikka Masala,Unhealthy,228,20,15,0,"1,073",13
4/26/2018,Dinner,"Tofu - Tofu, 3 oz",Tofu,Healthy,60,1,7,10,0,0
4/26/2018,Dinner,"Giorgio - Mushrooms, 3 oz",Mushrooms,Healthy,20,3,0,2,10,1
4/26/2018,Dinner,"Allrecipes.com - Bhindi Masala, 1/12 recipe",Bhindi Masala,Healthy,33,5,1,1,199,0
4/26/2018,Dinner,"Trader Joes - Garlic Nan Bread, 1 piece",Garlic Bread,Unhealthy,230,37,4,4,330,0
4/26/2018,Dinner,"Tilapia Fillets - Tilapia, 1 Fillet",Fish,Healthy,100,0,3,20,75,0
4/26/2018,Dinner,"Onions, raw, 0.5 cup, chopped",Onions,Healthy,32,7,0,1,3,3
4/26/2018,Drinks,"Wine - Table, red, 1.5 glass (3.5 fl oz)",Red Wine,Unhealthy,111,3,0,0,8,0
4/26/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.25 cup",Whole Milk,Neutral,183,14,10,10,122,16
4/26/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/26/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.25 cup",Whole Milk,Neutral,183,14,10,10,122,16
4/26/2018,Snacks,"Cliff Bar - Blueberry Crisp, 1 Bars (68g)",Health Bar,Neutral,250,44,5,9,180,22
4/26/2018,Snacks,"Milk - Whole, 3.25% milkfat, 0.33 cup",Whole Milk,Neutral,49,4,3,3,33,4
4/26/2018,Snacks,"Wonderful - Pastachios, 0.63 cup",Nuts,Healthy,188,10,16,8,169,3
4/26/2018,Snacks,"Popcorn - Popcorn, 2 cup",Popcorn,Neutral,110,13,6,2,30,2
4/27/2018,Breakfast,"Pizza - Meat, 2 slice",Pizza,Unhealthy,372,8,26,29,"1,174",6
4/27/2018,Lunch,"Pizza - Meat, 2 slice",Pizza,Unhealthy,372,8,26,29,"1,174",6
4/27/2018,Lunch,"Golden potatoes - Golden, 148 g/5.3oz",Potatoes,Neutral,110,26,0,3,0,1
4/27/2018,Lunch,"Asparagus - Raw, 1 cup",Asparagus,Healthy,27,5,0,3,3,3
4/27/2018,Dinner,"organic - grass fed beef, 0.5 lb(s)",Beef,Neutral,290,0,10,50,180,0
4/27/2018,Dinner,"Pasta - Angel Hair Pasta, 2 oz",Pasta,Unhealthy,200,42,1,7,0,2
4/27/2018,Dinner,"Broccoli, raw, 0.53 cup chopped",Broccoli,Healthy,16,3,0,1,16,1
4/27/2018,Dinner,"Onions, raw, 0.33 cup, chopped",Onions,Healthy,21,5,0,1,2,2
4/27/2018,Dinner,"Cashews - Cashews, 0.25 cup",Nuts,Healthy,170,7,14,6,0,0
4/27/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 2 bar",Granola Bar,Neutral,200,36,5,4,30,16
4/27/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/27/2018,Snacks,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/27/2018,Snacks,"Cashews - Cashews, 0.5 cup",Nuts,Healthy,340,14,28,12,0,0
4/28/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
4/28/2018,Breakfast,"Ketchup - Heinz, 15 milliliter",Ketchup,Unhealthy,20,5,0,0,160,4
4/28/2018,Breakfast,"Smoked Cheese - Smoked Cheddar Cheese, 2 oz or 28grams",Cheddar Cheese,Unhealthy,120,0,10,8,200,0
4/28/2018,Breakfast,"Warrens - House Fries (Small), 1.75 oz",French Fries,Unhealthy,120,10,5,1,1,0
4/28/2018,Lunch,"Barber Foods - Chicken Parmesan, 1.66 piece",Orange Chicken,Unhealthy,415,22,23,33,813,3
4/28/2018,Lunch,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
4/28/2018,Lunch,"Pasta - Angel Hair Pasta, 2 oz",Pasta,Unhealthy,200,42,1,7,0,2
4/28/2018,Dinner,"Broccoli, raw, 0.53 cup chopped",Broccoli,Healthy,16,3,0,1,16,1
4/28/2018,Dinner,"Tofu Steak - Bbq Grilled, 6 oz",Tofu,Healthy,260,6,14,28,30,0
4/28/2018,Dinner,"Outtakes - Pasta Salad, 0.38 cup",Salad,Healthy,90,15,2,3,255,2
4/28/2018,Snacks,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/28/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/28/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/28/2018,Snacks,"OreIda - Sweet Potato Fries, 4.2 Oz",French Fries,Unhealthy,224,29,11,1,224,8
4/28/2018,Snacks,"Ketchup - Heinz, 30 milliliter",Ketchup,Unhealthy,40,10,0,1,320,8
4/29/2018,Breakfast,"Trader Joe's - Organic Oats & Flax Instant Oatmeal, 1 packet",Oatmeal,Healthy,150,29,2,4,130,11
4/29/2018,Lunch,"Chunk Light - Tuna Pack, 1 pouch (2.6oz/74g)",Fish,Healthy,70,0,1,17,300,0
4/29/2018,Lunch,"Primal Kitchen - Avocado Oil Mayo, 0.9 tablespoon",Mayo,Unhealthy,90,0,11,0,113,0
4/29/2018,Lunch,"hummus - Hummus, 2 tbsp",Hummus,Healthy,70,4,5,2,130,1
4/29/2018,Lunch,"365 - Pita Chips Sea Salt, 28 gram",Pita Chips,Neutral,109,18,3,3,217,1
4/29/2018,Dinner,"Morrison - Brown Rice, 0.5 cup",Brown Rice,Healthy,124,26,1,3,39,1
4/29/2018,Dinner,"Silken tofu - Tofu, 0.75 cups",Tofu,Healthy,135,6,6,18,0,0
4/29/2018,Dinner,"Broccoli, raw, 0.53 cup chopped",Broccoli,Healthy,16,3,0,1,16,1
4/29/2018,Dinner,"Cauliflower Rice - Cauliflower Rice (Plain), 1 cup",Cauliflower Rice,Healthy,25,5,0,2,32,2
4/29/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/29/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/29/2018,Snacks,"Cuties - Clementines, 168 g (Approx 2)",Oranges,Healthy,80,17,1,1,0,13
4/29/2018,Snacks,"Wonderful - Pastachios, 0.5 cup",Nuts,Healthy,150,8,13,6,135,2
4/29/2018,Snacks,"365 - Pita Chips Sea Salt, 70 gram",Pita Chips,Neutral,272,44,7,7,543,2
4/29/2018,Drinks,"Bacardi - Rum, 60 ml",Rum,Unhealthy,144,0,0,0,0,0
4/30/2018,Breakfast,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/30/2018,Breakfast,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/30/2018,Breakfast,"Milk - Whole, 3.25% milkfat, 1.25 cup",Whole Milk,Neutral,183,14,10,10,122,16
4/30/2018,Lunch,"Morrison - Brown Rice, 1 cup",Brown Rice,Healthy,248,52,2,5,78,1
4/30/2018,Lunch,"Rice - White, glutinous, cooked, 0.3 cup",White Rice,Neutral,51,11,0,1,3,0
4/30/2018,Lunch,"Tofu - Tofu, 6 oz",Tofu,Healthy,120,2,14,20,0,0
4/30/2018,Dinner,"Cici's Pizza - Ham Pizza, 9 slice",Pizza,Unhealthy,"1,296",180,29,45,"2,187",0
4/30/2018,Snacks,"Cashews - Cashews, 0.5 cup",Nuts,Healthy,340,14,28,12,0,0
4/30/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 1 bar",Granola Bar,Neutral,100,18,3,2,15,8
4/30/2018,Snacks,"365 - Pita Chips Sea Salt, 70 gram",Pita Chips,Neutral,272,44,7,7,543,2
